Feedback_ID,Feedback_Text,Sentiment,Category,Internship_Duration_Months,Department,Overall_Rating,Would_Recommend
INT1161,"In my experience, whenever priorities shifted, someone made sure to explain why, which I really appreciated. That said, everyone's experience can vary.",Positive,Communication,4,Artificial Intelligence,4,Yes
INT1162,Nobody really discussed growth opportunities or what a future role here might look like.,Negative,Career Development,5,Artificial Intelligence,3,No
INT1163,"To be fair, nothing stood out about the environment, it was just a typical corporate setup. Also, the environment was fine, not particularly close-knit but not unfriendly either. That said, everyone's experience can vary.",Neutral,Work Environment,1,Business Development,3,No
INT1164,"During my time here, the workload was manageable, which let me actually focus on doing good work instead of rushing. Also, my coworkers were always willing to jump on a call and help troubleshoot with me. Just my two cents.",Positive,Workload,4,Software Development,3,Yes
INT1165,"From my perspective, I picked up skills here that I doubt I would have learned this fast in a classroom. On top of that, there were busy weeks, but overall the workload felt fair given my experience level.",Positive,Learning,1,Machine Learning,4,Yes
INT1166,"Throughout the program, overall this internship fell short of what I was expecting when I accepted the offer. Looking back, I wouldn't say this was a particularly rewarding experience.",Negative,Overall Experience,6,Human Resources,2,Maybe
INT1167,"If I'm being honest, information usually reached me eventually, just not always as fast as I would have liked. Just my two cents.",Neutral,Communication,4,Business Development,4,No
INT1168,"If I'm being honest, I learned a few new things, but a lot of it was stuff I already knew from school. Meanwhile, the assignments were straightforward and predictable for the most part. Hopefully this helps improve the program.",Neutral,Learning,3,Finance,2,Maybe
INT1169,"In my experience, the exposure to real datasets taught me more about data cleaning than any course did and I picked up skills here that I doubt I would have learned this fast in a classroom.",Positive,Learning,2,Marketing,3,Yes
INT1170,"I went weeks without hearing from my mentor, which made it hard to know if I was on track. That's just my honest take.",Negative,Mentorship,2,Human Resources,3,No
INT1171,"During my time here, I kept doing the same small task over and over with little variation for weeks.",Negative,Tasks,2,Marketing,2,No
INT1172,"Feedback on my work came promptly and was specific enough to actually act on. That said, overall it was an okay experience, some good parts and some parts I'd change. That said, everyone's experience can vary.",Positive,Communication,2,Software Development,5,Yes
INT1173,"Throughout the program, onboarding was okay, some sessions were useful and others felt like they could've been an email.",Neutral,Training,3,Marketing,2,Maybe
INT1174,"In my experience, the workshops during the first week gave me a solid foundation for the rest of the internship.",Positive,Training,4,Business Development,5,Yes
INT1175,"I picked up some practical skills, though the internship leaned more toward repetition than discovery. I wanted to share this feedback for future improvement.",Neutral,Learning,5,Artificial Intelligence,3,Maybe
INT1176,"For the most part, I learned a few new things, but a lot of it was stuff I already knew from school. The learning curve was gentle, maybe too gentle for someone who wanted more of a challenge. Additionally, onboarding was okay, some sessions were useful and others felt like they could've been an email. That's just my honest take.",Neutral,Learning,4,Business Development,3,Maybe
INT1177,I finished the internship feeling like I didn't get much value out of the time I put in. Overall this internship fell short of what I was expecting when I accepted the offer. Just my two cents.,Negative,Overall Experience,5,Business Development,2,Maybe
INT1178,"In my experience, deadlines were frequently unrealistic given how much other work was already on my plate. Others might have had a different experience though.",Negative,Workload,3,Software Development,2,Maybe
INT1179,"Throughout the program, it was manageable most of the time, though a couple of deadlines felt a bit tight. That's just my honest take.",Neutral,Workload,3,Marketing,3,Yes
INT1180,"From my perspective, looking back, I'm glad I chose this internship over the other offers I had. On top of that, I appreciated that training wasn't rushed, we actually had time to practice before doing real work. That said, everyone's experience can vary.",Positive,Overall Experience,5,Machine Learning,4,Yes
INT1181,"For the most part, I never felt overwhelmed, and when things did get busy, my manager adjusted deadlines accordingly. The workload was manageable, which let me actually focus on doing good work instead of rushing.",Positive,Workload,4,Human Resources,4,Yes
INT1182,"By the end of the internship, there were busy weeks, but overall the workload felt fair given my experience level. The pace was reasonable and left room for me to ask questions without falling behind. Also, I appreciated that training wasn't rushed, we actually had time to practice before doing real work. Hopefully this helps improve the program.",Positive,Workload,1,Data Science,4,Maybe
INT1183,"To be fair, nobody really discussed growth opportunities or what a future role here might look like. Hopefully this helps improve the program.",Negative,Career Development,5,Marketing,1,Maybe
INT1184,"Looking back, I felt comfortable asking silly questions because nobody made me feel judged for it and the team culture was relaxed but still focused, which made coming to work genuinely enjoyable. On top of that, this internship gave me a much clearer picture of what career path I actually want to pursue.",Positive,Team Environment,1,Artificial Intelligence,5,Yes
INT1185,"Throughout the program, nothing stood out about the environment, it was just a typical corporate setup and the work environment was ordinary, similar to what I expected from an office internship.",Neutral,Work Environment,6,Artificial Intelligence,2,Maybe
INT1186,"In my experience, I'd call this internship a genuinely valuable experience that shaped how I think about work. Looking back, I'm glad I chose this internship over the other offers I had.",Positive,Overall Experience,5,Web Development,5,Yes
INT1187,"For the most part, the projects I worked on felt meaningful, not just busywork to fill the days.",Positive,Tasks,2,Marketing,4,Yes
INT1188,"To be fair, I learned to use version control properly for the first time, and it's already paying off. Just my two cents.",Positive,Learning,1,Data Science,4,Yes
INT1189,"The assignments were challenging without being overwhelming, which kept me engaged. Also, I walked away with a much better understanding of how production systems actually work.",Positive,Tasks,6,Web Development,4,Maybe
INT1190,"Honestly, my coworkers were always willing to jump on a call and help troubleshoot with me. That said, whenever priorities shifted, someone made sure to explain why, which I really appreciated. I wanted to share this feedback for future improvement.",Positive,Team Environment,5,Marketing,3,Yes
INT1191,"For the most part, I kept doing the same small task over and over with little variation for weeks and the tasks assigned to me didn't match the job description at all. Others might have had a different experience though.",Negative,Tasks,5,Marketing,2,No
INT1192,"By the end of the internship, the onboarding sessions covered exactly what I needed to get started without wasting time.",Positive,Training,4,Software Development,4,Yes
INT1193,"By the end of the internship, the pace was reasonable and left room for me to ask questions without falling behind. That said, everyone's experience can vary.",Positive,Workload,4,Artificial Intelligence,5,Yes
INT1194,"By the end of the internship, communication between departments was so poor that tasks sometimes contradicted each other. That said, everyone's experience can vary.",Negative,Communication,3,Human Resources,1,No
INT1195,"If I'm being honest, there was no real effort to help interns think about next steps or career planning.",Negative,Career Development,3,Human Resources,3,Maybe
INT1196,"During my time here, the learning curve was gentle, maybe too gentle for someone who wanted more of a challenge.",Neutral,Learning,4,Human Resources,2,Yes
INT1197,"I came in hoping to learn a specific tool, but never actually got the chance to use it. That's just my honest take.",Negative,Learning,1,Business Development,3,No
INT1198,"There were busy weeks, but overall the workload felt fair given my experience level. On top of that, I picked up some practical skills, though the internship leaned more toward repetition than discovery.",Positive,Workload,1,Artificial Intelligence,5,Yes
INT1199,"Throughout the program, I learned to use version control properly for the first time, and it's already paying off.",Positive,Learning,2,Artificial Intelligence,5,Yes
INT1200,"If I'm being honest, communication was decent overall, though sometimes emails took a day or two to get answered. Meanwhile, the assignments were straightforward and predictable for the most part.",Neutral,Communication,2,Business Development,4,Yes
INT1201,My assigned mentor was too busy with their own work to actually guide me. Hopefully this helps improve the program.,Negative,Mentorship,5,Artificial Intelligence,1,Maybe
INT1202,"In my experience, there was no real effort to help interns think about next steps or career planning. That said, the training materials were outdated and didn't match the tools we actually used day to day. Just my two cents.",Negative,Career Development,2,Data Science,2,Maybe
INT1203,"Honestly, overall this internship fell short of what I was expecting when I accepted the offer.",Negative,Overall Experience,3,Finance,2,No
INT1204,"If I'm being honest, I felt comfortable asking silly questions because nobody made me feel judged for it. The team culture was relaxed but still focused, which made coming to work genuinely enjoyable. That said, everyone's experience can vary.",Positive,Team Environment,6,Marketing,5,Yes
INT1205,"So far, I felt comfortable asking silly questions because nobody made me feel judged for it. Additionally, I was assigned a mentor but our interactions were mostly limited to quick status updates.",Positive,Team Environment,5,Marketing,4,Yes
INT1206,"Honestly, some weeks I got great input from my supervisor, other weeks I barely heard from them. That said, we had regular meetings, but a lot of the important details still got lost between teams. That's just my honest take.",Neutral,Mentorship,4,Software Development,2,No
INT1207,"From my perspective, the exposure to real industry work will definitely help me stand out when I apply for jobs. Others might have had a different experience though.",Positive,Career Development,2,Finance,4,Maybe
INT1208,"The projects I worked on felt meaningful, not just busywork to fill the days. That said, I could always reach out to my team lead when I got stuck, and they never made me feel dumb for asking. That said, everyone's experience can vary.",Positive,Tasks,3,Human Resources,5,Yes
INT1209,"During my time here, my mentor was available when needed but we didn't have a very structured relationship. That's just my honest take.",Neutral,Mentorship,5,Machine Learning,2,Yes
INT1210,"From my perspective, the office felt disorganized, with unclear seating and outdated equipment for interns. Also, the work I did often felt like busywork rather than anything that mattered to the team. I wanted to share this feedback for future improvement.",Negative,Work Environment,3,Finance,1,Maybe
INT1211,"All things considered, the onboarding was so rushed that I still had questions about basic tools weeks later. I wanted to share this feedback for future improvement.",Negative,Training,5,Artificial Intelligence,2,No
INT1212,"By the end of the internship, overall it was an okay experience, some good parts and some parts I'd change. My overall take is mixed, there were things I liked and things that could be better. Others might have had a different experience though.",Neutral,Overall Experience,4,Web Development,2,Maybe
INT1213,"Honestly, the assignments were straightforward and predictable for the most part. Also, it was manageable most of the time, though a couple of deadlines felt a bit tight.",Neutral,Tasks,4,Software Development,3,No
INT1214,"During my time here, I picked up some practical skills, though the internship leaned more toward repetition than discovery.",Neutral,Learning,1,Machine Learning,4,Maybe
INT1215,"For the most part, the team communicated fine for day-to-day tasks but bigger updates sometimes came late. That said, everyone's experience can vary.",Neutral,Communication,6,Human Resources,4,No
INT1216,"Honestly, the pace was reasonable and left room for me to ask questions without falling behind. There were busy weeks, but overall the workload felt fair given my experience level. That said, everyone's experience can vary.",Positive,Workload,3,Software Development,4,Yes
INT1217,"So far, there wasn't a dedicated career development component, but I picked up a few useful tips along the way. Just my two cents.",Neutral,Career Development,6,Marketing,2,Maybe
INT1218,"In my experience, I never felt overwhelmed, and when things did get busy, my manager adjusted deadlines accordingly.",Positive,Workload,4,Machine Learning,5,Yes
INT1219,"Throughout the program, there was a lot of pressure in the air that made the environment feel stressful most days. That said, everyone's experience can vary.",Negative,Work Environment,3,Web Development,1,Maybe
INT1220,There was no real effort to help interns think about next steps or career planning and I left without much clarity on what skills I should focus on for my career. I wanted to share this feedback for future improvement.,Negative,Career Development,4,Machine Learning,1,No
INT1221,"During my time here, the onboarding sessions covered exactly what I needed to get started without wasting time. That said, I liked that the company trusted interns enough to work flexible hours when needed. I wanted to share this feedback for future improvement.",Positive,Training,4,Software Development,4,Yes
INT1222,"By the end of the internship, the learning curve was gentle, maybe too gentle for someone who wanted more of a challenge.",Neutral,Learning,1,Data Science,2,Maybe
INT1223,"Honestly, the internship offered very little in terms of skill development, mostly just data entry-type work and I came in hoping to learn a specific tool, but never actually got the chance to use it.",Negative,Learning,2,Artificial Intelligence,1,No
INT1224,"The training was standard, nothing outstanding but nothing missing either and onboarding was okay, some sessions were useful and others felt like they could've been an email.",Neutral,Training,3,Human Resources,2,No
INT1225,"Overall, I never had to chase people for information, everything was communicated clearly upfront. That said, there were busy weeks, but overall the workload felt fair given my experience level. That's just my honest take.",Positive,Communication,5,Web Development,5,Yes
INT1226,"Overall, overall this internship exceeded what I expected going in and I'd recommend it to a friend. Meanwhile, workload was about average, nothing that felt unreasonable but not exactly relaxed either. Just my two cents.",Positive,Overall Experience,5,Software Development,5,Yes
INT1227,"From my perspective, there was almost no formal training, I was expected to already know things I'd never used. The training materials were outdated and didn't match the tools we actually used day to day. Others might have had a different experience though.",Negative,Training,3,Web Development,2,No
INT1228,"During my time here, the team culture was relaxed but still focused, which made coming to work genuinely enjoyable.",Positive,Team Environment,4,Machine Learning,5,Yes
INT1229,"So far, I rarely got any real feedback from my supervisor beyond a quick 'looks good'. My assigned mentor was too busy with their own work to actually guide me. Also, the setup was fine, standard desks and standard hours, nothing remarkable either way. Others might have had a different experience though.",Negative,Mentorship,5,Software Development,2,No
INT1230,"So far, feedback on my work came promptly and was specific enough to actually act on. I never had to chase people for information, everything was communicated clearly upfront.",Positive,Communication,6,Artificial Intelligence,4,Yes
INT1231,"By the end of the internship, the onboarding sessions covered exactly what I needed to get started without wasting time. That said, there were busy weeks, but overall the workload felt fair given my experience level. Others might have had a different experience though.",Positive,Training,4,Machine Learning,5,Yes
INT1232,"Looking back, there was noticeable tension between some team members that made meetings uncomfortable. I barely got to interact with the wider team beyond my direct supervisor.",Negative,Team Environment,2,Web Development,1,No
INT1233,"In my experience, the training covered the basics adequately, though it felt a bit generic. Hopefully this helps improve the program.",Neutral,Training,5,Finance,4,No
INT1234,"If I'm being honest, I picked up skills here that I doubt I would have learned this fast in a classroom. Others might have had a different experience though.",Positive,Learning,5,Human Resources,4,Yes
INT1235,"During my time here, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. Meanwhile, I'd call this internship a genuinely valuable experience that shaped how I think about work. I wanted to share this feedback for future improvement.",Positive,Work Environment,6,Artificial Intelligence,4,Yes
INT1236,"From my perspective, the setup was fine, standard desks and standard hours, nothing remarkable either way.",Neutral,Work Environment,3,Human Resources,2,Maybe
INT1237,"In my experience, I frequently had no idea what was happening with the project until it was almost too late. Others might have had a different experience though.",Negative,Communication,5,Software Development,1,Maybe
INT1238,Having someone senior review my work and explain their thinking made a huge difference. Hopefully this helps improve the program.,Positive,Mentorship,2,Artificial Intelligence,4,Maybe
INT1239,"So far, there was a lot of pressure in the air that made the environment feel stressful most days. The office felt disorganized, with unclear seating and outdated equipment for interns. That said, everyone's experience can vary.",Negative,Work Environment,4,Software Development,2,No
INT1240,"For the most part, whenever priorities shifted, someone made sure to explain why, which I really appreciated.",Positive,Communication,5,Software Development,3,Yes
INT1241,"So far, the training covered the basics adequately, though it felt a bit generic and onboarding was okay, some sessions were useful and others felt like they could've been an email. On top of that, I picked up some practical skills, though the internship leaned more toward repetition than discovery. That's just my honest take.",Neutral,Training,4,Software Development,3,Maybe
INT1242,"I was often given more tasks than I could realistically finish within normal hours. On top of that, I didn't feel like I learned much beyond what I already knew coming in. That's just my honest take.",Negative,Workload,2,Data Science,2,Maybe
INT1243,"To be fair, there was a lot of pressure in the air that made the environment feel stressful most days and the office felt disorganized, with unclear seating and outdated equipment for interns.",Negative,Work Environment,1,Human Resources,1,No
INT1244,"For the most part, the overall environment felt professional but not stiff, which suited me well. On top of that, updates about project changes always reached me quickly, so I rarely felt out of the loop.",Positive,Work Environment,5,Business Development,4,No
INT1245,"Throughout the program, I appreciated that training wasn't rushed, we actually had time to practice before doing real work.",Positive,Training,5,Marketing,4,Yes
INT1246,"For the most part, this internship gave me a much clearer picture of what career path I actually want to pursue and seeing how the full-time employees approached their work helped me set realistic career goals. That said, I liked that the company trusted interns enough to work flexible hours when needed. Others might have had a different experience though.",Positive,Career Development,1,Artificial Intelligence,4,Yes
INT1247,"For the most part, the training was standard, nothing outstanding but nothing missing either. I wanted to share this feedback for future improvement.",Neutral,Training,6,Artificial Intelligence,4,No
INT1248,"Overall, communication was decent overall, though sometimes emails took a day or two to get answered. That said, everyone's experience can vary.",Neutral,Communication,2,Finance,3,No
INT1249,"For the most part, the onboarding sessions covered exactly what I needed to get started without wasting time.",Positive,Training,3,Business Development,5,Yes
INT1250,"All things considered, the team culture was relaxed but still focused, which made coming to work genuinely enjoyable. Also, seeing how the full-time employees approached their work helped me set realistic career goals. That's just my honest take.",Positive,Team Environment,6,Web Development,4,Yes
INT1251,"Honestly, I never felt overwhelmed, and when things did get busy, my manager adjusted deadlines accordingly. Hopefully this helps improve the program.",Positive,Workload,5,Data Science,4,Yes
INT1252,"Looking back, it was manageable most of the time, though a couple of deadlines felt a bit tight. That said, everyone's experience can vary.",Neutral,Workload,2,Data Science,3,Maybe
INT1253,"So far, the work environment was ordinary, similar to what I expected from an office internship. Nothing stood out about the environment, it was just a typical corporate setup.",Neutral,Work Environment,1,Web Development,4,Maybe
INT1254,"Overall, the training was standard, nothing outstanding but nothing missing either. Also, Slack messages got answered most of the time, though not always the same day. Just my two cents.",Neutral,Training,1,Finance,4,Maybe
INT1255,"In my experience, we had regular meetings, but a lot of the important details still got lost between teams.",Neutral,Communication,3,Machine Learning,2,No
INT1256,"Communication was decent overall, though sometimes emails took a day or two to get answered. The team communicated fine for day-to-day tasks but bigger updates sometimes came late. That said, some days had engaging projects, others were mostly just formatting spreadsheets. Hopefully this helps improve the program.",Neutral,Communication,5,Software Development,3,Yes
INT1257,"Throughout the program, I barely got to interact with the wider team beyond my direct supervisor. That said, overall this internship fell short of what I was expecting when I accepted the offer. That said, everyone's experience can vary.",Negative,Team Environment,3,Web Development,1,No
INT1258,"All things considered, whenever priorities shifted, someone made sure to explain why, which I really appreciated. Our stand-up meetings were short but genuinely useful for staying aligned with the team.",Positive,Communication,4,Software Development,5,Yes
INT1259,"In my experience, looking back, I'm glad I chose this internship over the other offers I had.",Positive,Overall Experience,6,Artificial Intelligence,4,Yes
INT1260,"My mentor was available when needed but we didn't have a very structured relationship. Some weeks I got great input from my supervisor, other weeks I barely heard from them. Meanwhile, the workload fluctuated a lot, some weeks were packed and others were almost too quiet.",Neutral,Mentorship,6,Artificial Intelligence,3,Maybe
INT1261,"Overall, there was no real effort to help interns think about next steps or career planning. Others might have had a different experience though.",Negative,Career Development,3,Marketing,1,No
INT1262,"Honestly, I never felt overwhelmed, and when things did get busy, my manager adjusted deadlines accordingly.",Positive,Workload,4,Human Resources,4,Yes
INT1263,"Throughout the program, the assignments were straightforward and predictable for the most part.",Neutral,Tasks,3,Artificial Intelligence,3,Yes
INT1264,"So far, there was almost no mentorship structure, so I often felt left to guess what was expected and I went weeks without hearing from my mentor, which made it hard to know if I was on track. On top of that, there wasn't a dedicated career development component, but I picked up a few useful tips along the way. That's just my honest take.",Negative,Mentorship,1,Finance,2,No
INT1265,"By the end of the internship, looking back, I wouldn't say this was a particularly rewarding experience. That said, the work I did often felt like busywork rather than anything that mattered to the team. That's just my honest take.",Negative,Overall Experience,2,Finance,1,No
INT1266,"Honestly, the one-on-one sessions with my mentor were probably the most valuable part of the internship.",Positive,Mentorship,3,Human Resources,5,Yes
INT1267,"Deadlines were frequently unrealistic given how much other work was already on my plate. I felt constantly behind because new tasks kept piling up before I finished the last ones. That said, everyone's experience can vary.",Negative,Workload,1,Software Development,3,Maybe
INT1268,"The assignments were challenging without being overwhelming, which kept me engaged. I was given real ownership over a feature, which made the work feel worthwhile.",Positive,Tasks,3,Business Development,4,Yes
INT1269,"To be fair, I got a general sense of the industry, though not much specific career guidance. Additionally, it was manageable most of the time, though a couple of deadlines felt a bit tight. That said, everyone's experience can vary.",Neutral,Career Development,2,Marketing,3,No
INT1270,"During my time here, it was a fairly average internship, neither a highlight nor a disappointment and overall it was an okay experience, some good parts and some parts I'd change.",Neutral,Overall Experience,3,Human Resources,3,Yes
INT1271,The training materials were well organized and easy to follow even for a beginner.,Positive,Training,1,Machine Learning,4,Maybe
INT1272,I kept doing the same small task over and over with little variation for weeks.,Negative,Tasks,6,Business Development,1,Maybe
INT1273,"Overall, the work I did often felt like busywork rather than anything that mattered to the team. That said, the training was standard, nothing outstanding but nothing missing either. That's just my honest take.",Negative,Tasks,6,Finance,3,Maybe
INT1274,"In my experience, the tasks were fine, a mix of interesting bits and some routine administrative work and the assignments were straightforward and predictable for the most part.",Neutral,Tasks,3,Business Development,2,Maybe
INT1275,"For the most part, my manager took the time to explain the reasoning behind decisions rather than just handing out tasks.",Positive,Mentorship,1,Business Development,5,Maybe
INT1276,"If I'm being honest, there were busy weeks, but overall the workload felt fair given my experience level. Just my two cents.",Positive,Workload,5,Machine Learning,3,Yes
INT1277,"Looking back, looking back, I'm glad I chose this internship over the other offers I had. Also, being thrown into real projects forced me to learn tools I'd only read about before.",Positive,Overall Experience,2,Software Development,4,Yes
INT1278,"Honestly, I got genuinely useful advice on my resume and how to prepare for future interviews. That said, tasks were varied enough that I never felt bored during the day.",Positive,Career Development,2,Finance,4,Yes
INT1279,"Throughout the program, the guidance I got from my supervisor helped me avoid a lot of rookie mistakes and my mentor pushed me to think through problems myself instead of just giving answers.",Positive,Mentorship,2,Software Development,3,Yes
INT1280,"For the most part, my coworkers were always willing to jump on a call and help troubleshoot with me. Meanwhile, looking back, I'm glad I chose this internship over the other offers I had. Just my two cents.",Positive,Team Environment,2,Business Development,5,Yes
INT1281,"From my perspective, there was no real effort to help interns think about next steps or career planning. That's just my honest take.",Negative,Career Development,3,Web Development,2,No
INT1282,"Overall, there was almost no mentorship structure, so I often felt left to guess what was expected. Meanwhile, overall this internship fell short of what I was expecting when I accepted the offer.",Negative,Mentorship,1,Software Development,2,No
INT1283,"Honestly, whenever priorities shifted, someone made sure to explain why, which I really appreciated. Feedback on my work came promptly and was specific enough to actually act on.",Positive,Communication,5,Software Development,5,Yes
INT1284,"In my experience, I went weeks without hearing from my mentor, which made it hard to know if I was on track. The lack of guidance meant I spent a lot of time unsure whether my work was even useful. Hopefully this helps improve the program.",Negative,Mentorship,3,Business Development,2,Maybe
INT1285,"In my experience, there was almost no formal training, I was expected to already know things I'd never used. The onboarding was so rushed that I still had questions about basic tools weeks later. On top of that, the office felt disorganized, with unclear seating and outdated equipment for interns.",Negative,Training,5,Finance,1,No
INT1286,"From my perspective, the overall environment felt professional but not stiff, which suited me well.",Positive,Work Environment,6,Web Development,5,Yes
INT1287,My mentor was available when needed but we didn't have a very structured relationship.,Neutral,Mentorship,1,Human Resources,2,Maybe
INT1288,"All things considered, overall this internship exceeded what I expected going in and I'd recommend it to a friend.",Positive,Overall Experience,4,Business Development,5,Yes
INT1289,"So far, looking back, I'm glad I chose this internship over the other offers I had. Meanwhile, the onboarding sessions covered exactly what I needed to get started without wasting time. That's just my honest take.",Positive,Overall Experience,3,Machine Learning,3,Maybe
INT1290,"Looking back, looking back, I'm glad I chose this internship over the other offers I had. I'd call this internship a genuinely valuable experience that shaped how I think about work. On top of that, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. That's just my honest take.",Positive,Overall Experience,1,Human Resources,4,Yes
INT1291,"By the end of the internship, everyone on the team was friendly and made me feel included from the very first day. On top of that, mentorship existed on paper but in practice it depended a lot on how busy people were. Others might have had a different experience though.",Positive,Team Environment,6,Human Resources,3,Yes
INT1292,"Overall, the workload fluctuated a lot, some weeks were packed and others were almost too quiet and it was manageable most of the time, though a couple of deadlines felt a bit tight.",Neutral,Workload,3,Business Development,3,Maybe
INT1293,"By the end of the internship, I mostly had to figure things out on my own since nobody had time to explain anything.",Negative,Mentorship,5,Artificial Intelligence,2,Maybe
INT1294,"From my perspective, the assignments were straightforward and predictable for the most part. That said, everyone's experience can vary.",Neutral,Tasks,3,Artificial Intelligence,3,Maybe
INT1295,"To be fair, the work environment was ordinary, similar to what I expected from an office internship. That said, the workload fluctuated a lot, some weeks were packed and others were almost too quiet. Hopefully this helps improve the program.",Neutral,Work Environment,1,Business Development,4,Maybe
INT1296,"During my time here, deadlines were frequently unrealistic given how much other work was already on my plate. I felt constantly behind because new tasks kept piling up before I finished the last ones. Meanwhile, the office felt disorganized, with unclear seating and outdated equipment for interns. I wanted to share this feedback for future improvement.",Negative,Workload,2,Business Development,2,No
INT1297,"So far, the tasks were fine, a mix of interesting bits and some routine administrative work. On top of that, there wasn't a dedicated career development component, but I picked up a few useful tips along the way. I wanted to share this feedback for future improvement.",Neutral,Tasks,3,Machine Learning,2,No
INT1298,"Throughout the program, getting to see how decisions are made in real projects taught me more than any lecture.",Positive,Learning,1,Web Development,5,Yes
INT1299,"I left without much clarity on what skills I should focus on for my career. Additionally, coworkers were nice enough, though most interactions stayed strictly work related.",Negative,Career Development,4,Software Development,2,No
INT1300,"So far, the office had a comfortable, low-pressure atmosphere that made it easy to concentrate. I liked that the company trusted interns enough to work flexible hours when needed. That said, the one-on-one sessions with my mentor were probably the most valuable part of the internship. I wanted to share this feedback for future improvement.",Positive,Work Environment,3,Business Development,5,Maybe
INT1301,"If I'm being honest, the work environment was ordinary, similar to what I expected from an office internship.",Neutral,Work Environment,5,Business Development,3,No
INT1302,The workload picked up so much toward the end that I had to work late several nights. Others might have had a different experience though.,Negative,Workload,1,Web Development,2,Maybe
INT1303,"During my time here, the workload picked up so much toward the end that I had to work late several nights. Others might have had a different experience though.",Negative,Workload,2,Business Development,1,Maybe
INT1304,"From my perspective, communication between departments was so poor that tasks sometimes contradicted each other. Also, most of my days were spent on repetitive data entry that didn't require much thought. Hopefully this helps improve the program.",Negative,Communication,4,Data Science,2,No
INT1305,"For the most part, the assignments were challenging without being overwhelming, which kept me engaged. That said, I never felt overwhelmed, and when things did get busy, my manager adjusted deadlines accordingly.",Positive,Tasks,1,Marketing,5,Yes
INT1306,"For the most part, getting a straight answer to a simple question could take days, which slowed everything down and I frequently had no idea what was happening with the project until it was almost too late. I wanted to share this feedback for future improvement.",Negative,Communication,5,Marketing,2,No
INT1307,"During my time here, the work environment was ordinary, similar to what I expected from an office internship.",Neutral,Work Environment,1,Data Science,3,Maybe
INT1308,"The overall environment felt professional but not stiff, which suited me well.",Positive,Work Environment,6,Marketing,4,Yes
INT1309,"Overall, seeing how the full-time employees approached their work helped me set realistic career goals. I wanted to share this feedback for future improvement.",Positive,Career Development,1,Software Development,4,Yes
INT1310,"So far, the onboarding was so rushed that I still had questions about basic tools weeks later. Meanwhile, getting a straight answer to a simple question could take days, which slowed everything down.",Negative,Training,5,Web Development,1,No
INT1311,"Throughout the program, this internship gave me a much clearer picture of what career path I actually want to pursue.",Positive,Career Development,2,Machine Learning,5,Yes
INT1312,"The work environment was ordinary, similar to what I expected from an office internship. Also, it was manageable most of the time, though a couple of deadlines felt a bit tight. That's just my honest take.",Neutral,Work Environment,1,Web Development,2,Maybe
INT1313,"For the most part, my mentor always made time to answer questions, even when things got busy.",Positive,Mentorship,4,Marketing,4,Maybe
INT1314,"During my time here, the lack of guidance meant I spent a lot of time unsure whether my work was even useful. I rarely got any real feedback from my supervisor beyond a quick 'looks good'. Also, most of my days were spent on repetitive data entry that didn't require much thought.",Negative,Mentorship,2,Human Resources,1,No
INT1315,"Overall, I frequently had no idea what was happening with the project until it was almost too late. On top of that, the setup was fine, standard desks and standard hours, nothing remarkable either way.",Negative,Communication,2,Web Development,3,No
INT1316,"All things considered, my coworkers were always willing to jump on a call and help troubleshoot with me and I felt comfortable asking silly questions because nobody made me feel judged for it. Just my two cents.",Positive,Team Environment,5,Machine Learning,5,No
INT1317,"From my perspective, the workload was manageable, which let me actually focus on doing good work instead of rushing. Meanwhile, the onboarding sessions covered exactly what I needed to get started without wasting time.",Positive,Workload,3,Web Development,4,Maybe
INT1318,"During my time here, the overall environment felt professional but not stiff, which suited me well. The office had a comfortable, low-pressure atmosphere that made it easy to concentrate.",Positive,Work Environment,5,Data Science,3,Yes
INT1319,"Career advice came up occasionally in conversations but wasn't a structured part of the program and I got a general sense of the industry, though not much specific career guidance. Hopefully this helps improve the program.",Neutral,Career Development,5,Data Science,4,Maybe
INT1320,"Looking back, there were learning opportunities here and there, but nothing that felt especially deep. I wanted to share this feedback for future improvement.",Neutral,Learning,5,Marketing,3,Maybe
INT1321,"From my perspective, the team culture was relaxed but still focused, which made coming to work genuinely enjoyable. I felt comfortable asking silly questions because nobody made me feel judged for it.",Positive,Team Environment,3,Machine Learning,5,Yes
INT1322,"During my time here, my coworkers were always willing to jump on a call and help troubleshoot with me. Everyone on the team was friendly and made me feel included from the very first day. Additionally, I never had to chase people for information, everything was communicated clearly upfront.",Positive,Team Environment,1,Machine Learning,5,Maybe
INT1323,"Throughout the program, I was rarely given tasks that felt connected to any bigger project or goal. I wanted to share this feedback for future improvement.",Negative,Tasks,5,Business Development,3,Maybe
INT1324,"From my perspective, overall it was an okay experience, some good parts and some parts I'd change. It was a fairly average internship, neither a highlight nor a disappointment. Also, the team communicated fine for day-to-day tasks but bigger updates sometimes came late.",Neutral,Overall Experience,3,Business Development,4,Maybe
INT1325,"If I'm being honest, the office felt disorganized, with unclear seating and outdated equipment for interns. There was a lot of pressure in the air that made the environment feel stressful most days.",Negative,Work Environment,5,Machine Learning,2,No
INT1326,"Throughout the program, my mentor always made time to answer questions, even when things got busy.",Positive,Mentorship,2,Marketing,4,Yes
